,0,1,kmeans_cluster
141,49.884506,47.6715,0
142,10.8996,11.199936,0
143,127.730385,106.04994,1
144,75.9822,66.60997,2
145,59.101963,55.723316,2
146,75.09687,69.576744,2
147,31.403536,30.791103,0
148,32.63622,33.28764,0
149,166.5463,131.23273,1
150,16.748272,16.582092,0
151,47.382248,43.92831,0
152,28.454552,25.088472,0
153,132.07423,115.50849,1
154,62.43404,61.32975,2
155,90.37481,76.417114,2
156,80.43597,65.722725,2
157,84.291046,71.00544,2
158,65.84359,59.08712,2
159,43.55939,43.82677,0
160,56.98147,53.489124,2
161,60.826168,58.873005,2
162,58.96172,53.666412,2
163,35.423565,32.22958,0
164,111.86885,99.87339,1
165,9.336336,10.541206,0
166,50.420517,43.64285,0
167,170.22429,142.26183,1
168,10.343058,12.532295,0
169,90.14897,81.44958,2
170,85.64563,76.66235,2
171,52.35347,51.22093,2
172,61.40925,58.00166,2
173,32.17317,30.936525,0
174,44.168137,42.382828,0
175,81.59374,76.12439,2
176,112.91474,98.092964,1
177,62.188602,56.729908,2
178,82.64266,69.12915,2
179,20.48544,21.29225,0
180,66.78343,62.60504,2
181,18.882349,19.57562,0
182,93.087776,83.12745,2
183,119.73739,103.713524,1
184,81.66366,72.82881,2
185,80.60345,74.59996,2
186,13.540688,13.585555,0
187,30.991444,32.09837,0
188,60.486824,55.99386,2
189,73.962074,65.75507,2
190,92.78688,75.91429,2
191,133.67302,111.98283,1
192,43.947327,39.98019,0
193,53.688667,47.065224,0
194,88.44061,77.257645,2
195,73.63727,68.62607,2
196,3.5886693,5.0776415,0
197,45.406036,43.08601,0
198,54.676086,51.460945,2
199,46.68622,43.656425,0
200,34.162846,35.697655,0
201,50.204903,50.179733,0
202,20.742302,22.905422,0
203,67.48679,64.260895,2
204,57.07226,52.93617,2
205,70.02942,63.973717,2
206,75.529045,69.68907,2
207,47.511562,44.775394,0
208,36.082684,34.39214,0
209,35.50613,34.892765,0
210,133.23189,114.32349,1
211,56.88565,52.07812,2
212,35.60186,32.759407,0
213,159.78839,134.16655,1
214,28.78552,27.89909,0
215,53.721268,51.454807,2
216,77.006516,69.58169,2
217,83.1828,71.12386,2
218,65.08239,60.12075,2
219,34.084858,34.118732,0
220,58.7367,51.86228,2
221,77.32018,68.557335,2
222,36.852512,36.82455,0
223,72.59815,66.24752,2
224,33.862625,32.366505,0
225,160.95255,138.34837,1
226,46.379013,44.776775,0
227,30.880283,30.651798,0
228,40.93914,42.72736,0
229,196.74435,157.91574,1
230,59.33249,56.160896,2
231,27.852896,27.74065,0
232,116.44409,100.25007,1
233,78.24098,66.95294,2
234,44.543617,42.61601,0
235,43.302837,45.78179,0
236,35.89433,32.374416,0
237,27.227516,28.801998,0
238,8.108497,9.174509,0
239,70.111725,62.280396,2
240,61.310623,54.521477,2
241,76.64351,65.38736,2
242,108.11264,95.26372,1
243,13.712318,14.053138,0
244,70.72146,63.504936,2
245,67.93336,62.438248,2
246,21.234211,22.17656,0
247,87.75864,77.79277,2
248,17.058838,19.138597,0
249,49.754856,47.985653,0
250,53.88008,51.0359,2
251,28.992085,30.031298,0
252,72.05731,64.73342,2
253,71.00552,65.9385,2
254,22.317476,21.533222,0
255,26.4531,28.438375,0
256,32.233017,32.18362,0
257,108.95505,99.15097,1
258,85.51294,79.357635,2
259,92.79818,84.46109,2
260,31.495138,30.236961,0
261,38.936207,39.875618,0
262,70.40442,59.947247,2
263,63.142525,60.49247,2
264,51.496567,47.23061,0
265,62.34031,58.087563,2
266,83.604805,75.05271,2
267,47.901222,44.35527,0
268,111.539925,100.57396,1
269,55.05355,52.09868,2
270,50.85913,51.35375,0
271,116.12444,99.07178,1
272,33.50908,32.856842,0
273,122.0965,111.45156,1
274,44.09223,43.863895,0
275,39.697582,35.12649,0
276,41.146168,39.687256,0
277,63.093227,56.195812,2
278,20.70423,21.687157,0
279,37.598915,36.167072,0
280,32.77825,30.831104,0
281,156.73299,139.61844,1
282,48.04254,47.233856,0
283,29.40704,29.271856,0
284,63.046963,60.210102,2
285,42.283363,41.88858,0
286,84.095055,76.95275,2
287,82.77834,73.4371,2
288,144.52696,124.570206,1
289,51.01057,51.846653,2
290,67.49256,64.56485,2
291,26.790302,25.442171,0
292,55.210167,54.283237,2
293,15.279678,16.299442,0
294,56.48354,52.303207,2
295,52.884895,49.401962,2
296,61.125366,59.225735,2
297,70.02434,61.4428,2
298,126.71385,109.20481,1
299,69.24867,64.29554,2
300,30.20834,31.292824,0
301,66.574615,58.358406,2
302,56.37355,51.66036,2
303,87.680336,80.10077,2
304,95.00346,84.14276,2
305,126.42013,110.41883,1
306,-1.82906,1.87257,0
307,51.12594,47.711136,0
308,45.750935,45.81747,0
309,87.78965,78.7417,2
310,5.599834,6.8875017,0
311,50.26955,50.971428,0
312,192.29115,151.34825,1
313,35.81102,33.3033,0
314,114.82945,102.769844,1
315,107.56342,93.29122,1
316,24.907135,24.799192,0
317,46.12389,44.234108,0
318,93.9979,80.86913,2
319,129.0593,112.20828,1
320,41.514862,37.85392,0
321,42.858406,39.989197,0
322,98.10826,80.06821,2
323,83.31308,74.677986,2
324,41.65899,42.272774,0
325,25.566093,26.621609,0
326,160.46986,130.65636,1
327,103.07969,86.22861,2
328,75.668365,69.959694,2
