,0,1,2,3,4,5,kmeans_cluster
137,-195.0476,-279.28918,71.48533,52.15148,-77.52446,-9.71183,0
138,-264.5751,-352.50467,122.93722,168.9574,-53.544067,-62.873966,0
139,-321.4875,-376.94412,99.79922,184.45021,-115.62162,-7.9988565,0
140,-267.4124,-351.35992,136.41475,170.14468,-50.974552,-52.38225,0
141,-261.91977,-332.20364,77.52488,110.11701,-104.30631,-2.5522382,0
142,-222.40155,-283.49124,57.448296,46.68877,-124.30118,39.719116,0
143,-372.9224,-433.80188,144.72934,274.66318,-92.92987,-49.60307,0
144,-244.513,-325.72842,88.13005,120.86082,-78.05178,-33.490345,0
145,-248.98335,-330.7563,59.739906,113.08801,-94.692375,-32.38487,0
146,-356.97827,-408.00665,98.85085,218.97293,-126.29856,-13.915304,0
147,-731.12335,-658.0951,109.59513,464.57675,-331.20767,156.07185,2
148,-418.68512,-436.0595,72.168884,226.93883,-190.13448,56.693226,0
149,-359.60065,-435.25525,175.7816,288.40683,-56.542797,-78.65912,0
150,-427.24463,-427.26724,89.68505,210.6424,-208.37997,105.41808,0
151,-294.5214,-345.7974,97.710976,134.43137,-117.05636,25.377829,0
152,-273.0446,-337.73514,17.358444,102.16209,-145.04868,-0.7295175,0
153,-278.83707,-383.31805,94.701645,210.5757,-55.15432,-116.34907,0
154,-327.2674,-391.06064,55.121334,186.4603,-127.837395,-28.057777,0
155,-228.61624,-314.49783,110.98184,116.10152,-57.08298,-37.773193,0
156,-363.31665,-403.33737,122.532104,218.79622,-127.21832,10.458734,0
157,-415.17758,-444.7055,128.46599,267.16965,-145.71413,14.229302,0
158,-230.76857,-310.6931,98.24389,97.96836,-74.31137,-16.033628,0
159,-253.08281,-329.22955,34.73024,108.92215,-113.000465,-26.505877,0
160,-275.87875,-345.6568,68.31295,133.10924,-108.92885,-17.205544,0
161,-207.6026,-293.78415,84.45805,80.69618,-65.44968,-27.914345,0
162,-322.79617,-379.79953,68.33806,174.8831,-130.58835,-9.655674,0
163,-296.54562,-336.24048,121.55454,116.54737,-121.50467,65.180916,0
164,-326.62888,-405.4331,103.197495,227.42241,-84.94275,-69.60075,0
165,-308.44406,-362.52664,-8.05199,113.008675,-184.83916,17.36633,0
166,-280.81946,-343.2547,59.824814,128.97723,-122.91884,-4.91376,0
167,-301.88013,-400.05127,164.50177,252.73094,-25.009235,-113.56078,0
168,-182.99098,-274.05347,-17.279846,19.500751,-117.55455,-16.902897,0
169,-305.39163,-376.9616,109.177864,184.96802,-89.96681,-34.627663,0
170,-285.8487,-352.63016,130.58434,162.18962,-77.96255,-13.792431,0
171,-304.01694,-362.9235,78.73003,151.52115,-120.25955,-0.9900814,0
172,-336.44202,-386.92453,98.13717,183.35341,-126.714165,8.24118,0
173,-231.48288,-304.881,52.131668,70.93147,-109.33295,3.5543787,0
174,-331.56424,-385.07013,44.98341,167.13715,-150.3169,-1.5796483,0
175,-336.85944,-402.43243,80.56513,210.59088,-115.84008,-39.57725,0
176,-255.68932,-341.80695,137.6673,160.40244,-44.343807,-52.13598,0
177,-887.1734,-773.7932,180.51979,632.8056,-362.55356,173.32182,2
178,-381.25165,-422.12097,112.08316,238.34828,-132.85461,3.7055244,0
179,-214.51897,-285.10873,52.60524,47.485764,-108.434074,17.73165,0
180,-195.57117,-295.0574,59.472767,79.10073,-64.46256,-57.276707,0
181,-239.58775,-315.96463,-0.507573,70.97957,-137.78307,-7.081023,0
182,-458.30853,-486.24182,134.74945,314.87372,-151.03821,3.8067129,0
183,-264.8389,-352.4309,141.28906,173.70207,-43.616814,-58.9404,0
184,-290.1691,-363.85727,86.22334,168.56938,-95.90763,-39.292778,0
185,-284.3169,-354.525,115.93609,158.69032,-83.15338,-21.364613,0
186,-221.7233,-289.7879,33.14782,49.42898,-128.40092,19.865704,0
187,-194.5862,-294.33673,-19.151968,49.016693,-108.17796,-53.305264,0
188,-236.35257,-316.4098,73.48614,102.48238,-85.240005,-24.557816,0
189,-207.08357,-288.0809,124.279755,84.80079,-51.284443,-13.346755,0
190,-246.64922,-320.9696,136.84085,127.10587,-58.92929,-13.225817,0
191,-382.03903,-433.98337,183.95403,282.2653,-80.67271,-27.45336,0
192,-161.96574,-255.44194,70.53617,22.569614,-63.72734,-15.856865,0
193,-234.80759,-308.07996,85.39711,90.389854,-88.409,-0.009854032,0
194,-278.9816,-350.4403,116.36166,159.05771,-77.510216,-25.540117,0
195,-240.12573,-328.19156,70.707344,119.2348,-77.7016,-46.59587,0
196,-231.91034,-345.22064,-158.75986,53.806194,-192.00632,-80.766754,0
197,-253.31519,-329.93546,40.49715,105.51673,-114.13153,-21.840841,0
198,-239.53748,-328.72342,23.86189,103.24516,-104.97094,-48.744835,0
199,-213.88977,-299.07455,35.90082,77.188095,-94.915535,-34.092724,0
200,-435.33188,-448.2019,83.4199,241.07043,-195.59685,59.510582,0
201,-305.0253,-369.01376,52.758896,154.28667,-128.48018,-14.694251,0
202,-212.224,-296.29718,6.9605227,49.572044,-117.86661,-14.999126,0
203,-336.35275,-395.5353,74.36929,198.02272,-127.01072,-21.889275,0
204,-438.69574,-457.55,103.761215,261.58203,-174.81827,42.800873,0
205,-226.12372,-316.16135,63.894062,103.23707,-77.768005,-47.882862,0
206,-302.04016,-376.03973,68.72252,172.55724,-107.279205,-40.634636,0
207,-199.03119,-295.98026,26.223137,65.58004,-89.306366,-46.07213,0
208,-308.49942,-359.3895,68.91437,134.46078,-138.56454,27.340208,0
209,-221.77022,-285.10025,106.22091,63.704823,-87.06252,30.670975,0
210,-328.29642,-399.18942,173.5889,235.73715,-56.44247,-45.114906,0
211,-308.79633,-358.32767,117.03203,150.76773,-111.80499,26.792206,0
212,-174.91933,-265.2064,45.36654,29.293264,-83.25331,-19.8052,0
213,-268.6172,-366.63797,173.68877,209.46861,-15.146974,-92.44659,0
214,-277.59372,-343.55945,23.460121,109.64167,-144.10289,1.2149578,0
215,-214.51852,-297.79434,68.01438,79.9304,-80.06916,-25.813972,0
216,-260.9324,-341.4193,79.67506,137.55144,-85.72934,-38.94929,0
217,-328.09317,-390.47226,85.51264,201.37367,-115.74294,-32.000275,0
218,-292.73395,-352.00458,109.414,149.93973,-100.52432,3.902773,0
219,-361.75186,-399.47806,44.954945,186.1458,-170.36981,23.419394,0
220,-264.3347,-338.44644,53.887993,125.60549,-107.640114,-27.226646,0
221,-271.62988,-343.87363,102.68404,143.91977,-85.363075,-21.356993,0
222,-178.33844,-273.38065,33.866154,37.39067,-81.97372,-28.894407,0
223,-275.84732,-344.2071,110.05518,143.28198,-88.099434,-10.090197,0
224,-1515.546,-1182.7216,268.28528,1111.6663,-671.9795,434.2422,2
225,-454.4244,-507.00125,192.2981,380.2557,-86.21568,-68.409134,0
226,-215.88295,-291.2167,92.31095,70.44464,-79.5077,4.861004,0
227,-227.33359,-293.50647,76.85378,66.26905,-99.97053,20.911934,0
228,-618.65875,-579.482,111.89106,393.77237,-267.53647,113.557274,0
229,-309.40652,-405.15988,209.28076,272.938,-5.2100573,-110.281555,0
230,-331.4543,-388.53238,68.170616,181.6821,-131.91571,-10.3851595,0
231,-248.32231,-309.2614,64.80791,81.25008,-116.50817,23.475435,0
232,-286.0526,-365.18646,142.71976,185.25291,-55.31288,-46.088505,0
233,-309.14056,-369.254,114.007225,170.27383,-102.93196,-5.6119676,0
234,-261.96066,-323.1027,91.57405,107.34018,-104.94517,15.764102,0
235,-442.0282,-472.72513,30.255072,263.28372,-203.18805,4.0478735,0
236,-308.978,-355.55692,70.13625,136.16339,-140.38664,32.23178,0
237,-273.3921,-335.6712,37.594856,103.81095,-133.59401,9.738825,0
238,-145.2195,-231.19136,41.177788,-22.743979,-87.92155,18.413702,0
239,-365.27527,-407.46655,110.706505,211.94426,-132.43404,14.11102,0
240,-217.83447,-300.30777,73.16929,85.72414,-78.07583,-24.83443,0
241,-200.00706,-287.48193,104.88549,82.29764,-52.664024,-30.12776,0
242,-310.6813,-382.1823,129.50357,207.83061,-76.14491,-45.704926,0
243,-276.63052,-329.3474,42.19335,92.22883,-151.11531,39.643417,0
244,-207.7833,-301.9498,74.3901,88.74077,-66.12455,-44.38961,0
245,-284.03076,-352.8005,81.28227,151.6429,-102.74513,-24.207712,0
246,-258.9011,-321.39133,36.17672,84.81563,-134.21407,14.716553,0
247,-288.09827,-365.01608,91.76348,167.93372,-86.49566,-42.44531,0
248,-458.3303,-459.0252,67.2383,237.02448,-227.6757,88.76579,0
249,-302.02017,-348.9962,120.45044,140.53708,-109.43693,39.65166,0
250,-226.80316,-309.99146,62.51654,91.786255,-88.18471,-29.73075,0
251,-385.43954,-419.7044,28.685282,197.56235,-189.61336,24.397942,0
252,-221.86505,-306.1205,96.33534,99.97887,-65.90542,-30.706537,0
253,-315.1832,-371.5139,114.7179,175.57742,-104.006424,0.18745239,0
254,-217.13208,-283.74704,64.11143,48.938107,-107.414154,25.607141,0
255,-276.50546,-350.7083,-17.408525,111.17307,-151.744,-28.332754,0
256,-261.59982,-318.90936,74.858475,96.31877,-116.03976,23.823412,0
257,-285.94595,-377.62186,85.26474,195.08922,-71.55549,-88.17429,0
258,-249.34767,-338.3237,89.57008,138.06862,-69.19388,-54.450993,0
259,-313.9359,-390.74564,88.9515,200.8732,-97.2466,-54.505672,0
260,-324.7472,-369.34937,58.18532,145.79417,-154.2386,29.847252,0
261,-391.3036,-409.4294,123.578926,201.91843,-157.78564,73.63833,0
262,-363.54117,-400.9086,127.3923,205.3387,-128.30563,29.777058,0
263,-298.30737,-369.5324,50.238194,166.04326,-120.06361,-40.403126,0
264,-740.43713,-662.7819,166.28552,491.96225,-307.3206,160.99211,2
265,-210.24443,-291.325,96.6075,80.72492,-65.77946,-17.806078,0
266,-224.20555,-332.00665,33.035347,117.599045,-77.02003,-90.0723,0
267,-182.7269,-272.95172,58.939285,48.63867,-73.23118,-27.497576,0
268,-326.881,-399.33176,126.66774,228.53456,-79.31545,-56.674618,0
269,-220.64804,-304.71823,68.610634,86.45773,-83.42275,-26.254433,0
270,-337.27734,-393.38828,51.654644,182.34117,-141.4205,-10.787376,0
271,-322.51608,-388.99155,158.28287,217.15723,-69.43916,-30.753273,0
272,-235.53467,-302.16983,74.509094,75.61609,-104.122604,15.258386,0
273,-286.337,-373.21994,148.26805,200.76373,-46.3777,-66.14742,0
274,-366.42426,-400.84424,101.68611,188.86848,-150.65555,45.509987,0
275,-236.1057,-302.79535,71.69803,79.1171,-103.56295,11.879999,0
276,-344.81586,-385.2703,84.62616,169.49115,-147.20297,37.53815,0
277,-285.6149,-348.6642,90.10069,143.23491,-104.79283,-4.8914924,0
278,-180.40605,-265.33017,36.319775,21.677937,-94.576004,-0.35626125,0
279,-316.73685,-361.26804,77.33452,146.00636,-140.09454,30.928009,0
280,-286.53897,-344.0022,58.19786,113.53252,-135.12918,22.919245,0
281,-447.30478,-506.40143,177.57114,382.71542,-86.50684,-88.07268,0
282,-282.54276,-347.47733,62.081474,131.89247,-117.71267,-7.239546,0
283,-230.703,-308.93884,20.115074,74.286606,-118.64738,-14.906755,0
284,-274.14377,-345.81638,86.72698,135.7753,-95.82512,-14.879511,0
285,-172.71939,-263.0185,71.60415,33.437546,-66.004105,-13.798032,0
286,-364.28918,-422.8254,83.95724,236.86693,-128.02164,-37.43602,0
287,-344.24387,-393.80554,125.918755,208.19615,-109.359634,0.23000912,0
288,-340.6801,-422.4711,145.81607,264.79132,-60.14941,-84.94852,0
289,-280.4827,-349.41797,69.60004,133.16722,-110.7806,-11.702044,0
290,-296.68015,-374.22763,51.57455,162.9723,-113.45567,-43.96689,0
291,-251.05527,-306.3886,70.40482,83.420265,-118.468025,31.319143,0
292,-259.50977,-338.16565,52.420033,121.30561,-103.21965,-31.53363,0
293,-311.7051,-359.5523,26.707914,120.75906,-167.6178,31.771935,0
294,-265.43927,-329.44067,91.69506,121.66395,-98.2209,-0.13749202,0
295,-281.79138,-348.25146,74.55678,132.08232,-113.287224,-4.2175207,0
296,-269.9092,-342.71756,80.424545,132.41798,-96.6465,-20.591063,0
297,-242.78705,-320.70697,83.91568,114.97703,-82.30149,-25.796772,0
298,-218.3131,-323.72668,134.63834,137.76962,-20.78853,-80.91551,0
299,-243.208,-325.71127,85.10944,115.29919,-78.712425,-31.049088,0
300,-395.9951,-429.2239,24.779232,208.94072,-195.9427,22.70913,0
301,-258.60446,-330.06842,92.01169,121.94358,-90.932335,-13.159563,0
302,-282.22784,-341.89203,107.274994,129.72722,-102.67679,15.404064,0
303,-351.43796,-414.40332,91.64616,224.16588,-115.95235,-36.44019,0
304,-195.27719,-296.88763,100.485504,100.303764,-37.040775,-67.739845,0
305,-243.58531,-345.796,122.03655,165.04852,-34.52963,-88.20633,0
306,-1404.3413,-1108.9734,254.02592,1073.2084,-599.1173,346.64197,2
307,-1118.5408,-929.59216,194.34453,812.17426,-479.3663,248.22874,2
308,-262.4732,-337.5717,50.601944,111.89582,-112.24192,-16.853247,0
309,-251.1238,-336.2583,96.37702,136.76526,-68.51022,-46.57332,0
310,-173.32869,-255.54073,21.249313,0.88030326,-110.96233,13.099181,0
311,-302.66486,-365.9026,70.798355,148.43182,-121.261826,-3.8460321,0
312,-279.9576,-377.34393,213.89192,231.27354,3.0457065,-91.83628,0
313,-362.2266,-393.9831,73.806145,180.72734,-165.88441,42.67078,0
314,-317.3837,-397.912,110.917564,227.45992,-78.15875,-76.69568,0
315,-272.6874,-356.30615,119.09009,173.97652,-62.64918,-57.866108,0
316,-579.9211,-547.07605,87.878716,336.80698,-272.468,122.93381,0
317,-224.85973,-305.6552,55.963196,80.44031,-92.56048,-17.236643,0
318,-354.20175,-406.6281,121.46089,232.79774,-110.13539,-20.752615,0
319,-342.40356,-417.08862,133.62746,256.59576,-75.952515,-72.754486,0
320,-261.8885,-313.9017,113.33544,100.80924,-103.2843,40.54025,0
321,-282.01736,-339.69424,77.15876,119.4761,-117.7678,17.699217,0
322,-266.541,-347.4896,105.07514,150.56865,-74.9885,-40.883274,0
323,-260.93585,-339.80316,107.271576,137.5838,-74.74911,-29.870266,0
324,-420.70325,-446.1176,69.26391,237.21542,-185.00061,35.368717,0
325,-265.34415,-337.36636,13.869129,93.59105,-138.29892,-5.2923713,0
326,-361.65402,-431.62155,186.24965,286.95032,-55.56273,-66.04894,0
327,-362.89383,-419.4563,110.89225,246.66547,-112.69754,-36.484043,0
328,-312.4744,-377.1728,91.64448,181.3575,-105.417274,-24.035324,0
