,0,1,kmeans_cluster
126,-123.99034,-64.35976,1
127,-89.04439,-85.33939,1
128,-81.10666,-80.46473,1
129,-100.772316,-102.201225,0
130,-98.378136,-71.79531,1
131,-95.593414,-77.911446,1
132,-91.28088,-97.113914,0
133,-104.87974,-77.85436,1
134,-101.29753,-57.548138,1
135,-151.84647,-121.604744,0
136,-112.77774,-63.140316,1
137,-103.26488,-54.524708,1
138,-101.381355,-73.00583,1
139,-96.22815,-82.95499,1
140,-94.50381,-69.25591,1
141,-102.04883,-67.29153,1
142,-82.86805,-55.698765,1
143,-93.00212,-96.47904,0
144,-109.7431,-69.73352,1
145,-117.975204,-75.186806,1
146,-94.68835,-94.26343,0
147,-61.692696,-152.50545,0
148,-87.251625,-105.33834,0
149,-92.27152,-88.48129,0
150,-80.98111,-87.947136,1
151,-84.073685,-68.15458,1
152,-130.8904,-89.0059,0
153,-128.04407,-93.35981,0
154,-122.28755,-96.44265,0
155,-97.72031,-62.057007,1
156,-82.44084,-88.62336,1
157,-84.47331,-98.73951,0
158,-93.85489,-58.875416,1
159,-120.68457,-81.096886,0
160,-111.25026,-78.53565,1
161,-101.214935,-59.592842,1
162,-105.7414,-90.945526,0
163,-73.594864,-51.571445,1
164,-112.35402,-94.75831,0
165,-133.1377,-96.006645,0
166,-106.04271,-80.792725,1
167,-100.578384,-84.65503,0
168,-144.37715,-68.50646,0
169,-99.34069,-80.099525,1
170,-82.1834,-66.38916,1
171,-100.65671,-81.12139,1
172,-98.46621,-81.26874,1
173,-105.0683,-65.22324,1
174,-114.17788,-97.59648,0
175,-112.26931,-97.814644,0
176,-93.53917,-65.523506,1
177,-40.26628,-171.70255,0
178,-92.47833,-95.38708,0
179,-100.49682,-58.244328,1
180,-117.77518,-65.418365,1
181,-116.79496,-78.11002,0
182,-88.10585,-108.11313,0
183,-92.93674,-67.79562,1
184,-104.29495,-82.39742,0
185,-89.94285,-69.51978,1
186,-108.73585,-64.73222,1
187,-150.21074,-78.5403,0
188,-108.758095,-68.31061,1
189,-83.860504,-47.398838,1
190,-74.5857,-55.695187,1
191,-73.86447,-84.77888,1
192,-104.28807,-47.141502,1
193,-94.95139,-61.141926,1
194,-91.50552,-71.96739,1
195,-123.92995,-72.998604,1
196,-215.91881,-115.00767,0
197,-117.362335,-77.17261,0
198,-141.37192,-82.80018,0
199,-118.550354,-72.54774,1
200,-88.14548,-102.90583,0
201,-117.097534,-89.04644,0
202,-129.33847,-71.03492,1
203,-106.04265,-94.31591,0
204,-89.2624,-101.49791,0
205,-118.17752,-71.6831,1
206,-120.53163,-91.37193,0
207,-126.8923,-70.14107,1
208,-95.22976,-77.56182,1
209,-87.111496,-46.30363,1
210,-81.7226,-73.0959,1
211,-83.62665,-66.21565,1
212,-108.40503,-57.051952,1
213,-92.97925,-68.93813,1
214,-120.43295,-85.01652,0
215,-108.96217,-64.36179,1
216,-112.87866,-74.44862,1
217,-97.39789,-95.50024,0
218,-87.63563,-68.77601,1
219,-104.063545,-103.62942,0
220,-123.27434,-80.25641,0
221,-94.357254,-71.13348,1
222,-117.89263,-59.739742,1
223,-88.54325,-68.796104,1
224,8.28024,-294.25812,2
225,-84.82137,-110.74876,0
226,-94.83341,-51.61432,1
227,-99.17241,-57.57969,1
228,-41.024582,-129.57433,0
229,-78.92679,-75.61085,1
230,-106.53135,-92.66288,0
231,-99.370346,-64.20325,1
232,-92.05469,-69.963646,1
233,-93.478485,-73.3335,1
234,-89.08679,-61.559116,1
235,-120.61148,-128.97887,0
236,-98.064224,-79.36715,1
237,-117.014786,-79.02093,0
238,-105.5305,-41.040245,1
239,-95.04213,-85.765144,0
240,-114.61859,-63.46695,1
241,-94.46513,-54.538155,1
242,-93.17585,-81.4688,1
243,-82.60301,-74.11756,1
244,-107.48891,-63.14586,1
245,-103.74542,-80.544014,1
246,-117.50969,-75.543045,1
247,-108.19105,-83.63021,0
248,-78.84195,-107.567375,0
249,-70.87658,-60.851055,1
250,-104.308914,-69.26034,1
251,-116.98187,-111.57953,0
252,-95.23925,-60.941753,1
253,-90.90556,-74.60984,1
254,-93.17463,-56.35861,1
255,-142.3844,-99.59365,0
256,-97.2436,-64.6468,1
257,-118.32985,-92.6606,0
258,-113.69125,-72.879234,1
259,-111.410614,-91.96881,0
260,-98.63363,-85.67391,0
261,-74.72563,-76.07464,1
262,-84.56683,-77.97942,1
263,-120.913,-94.006256,0
264,-47.615997,-135.73329,0
265,-101.11075,-55.79093,1
266,-148.54898,-83.967415,0
267,-112.338936,-58.89419,1
268,-99.20758,-87.03394,0
269,-106.38211,-64.72056,1
270,-116.05754,-100.07268,0
271,-77.735695,-72.79711,1
272,-93.33884,-60.30702,1
273,-91.04875,-72.33219,1
274,-86.01512,-79.23855,1
275,-101.36766,-63.561234,1
276,-88.67129,-80.72144,1
277,-95.129,-76.21993,1
278,-109.679146,-54.063602,1
279,-95.19381,-77.82905,1
280,-106.639465,-72.44892,1
281,-91.98252,-116.329,0
282,-104.58761,-79.67599,1
283,-126.33861,-75.01452,0
284,-104.29373,-71.32824,1
285,-105.03788,-47.999928,1
286,-107.17941,-104.89275,0
287,-91.125336,-80.6603,1
288,-102.45535,-93.31603,0
289,-109.80956,-74.94264,1
290,-120.568825,-91.45879,0
291,-93.50766,-64.45319,1
292,-119.34317,-80.66482,0
293,-111.576126,-88.1135,0
294,-96.09575,-68.96891,1
295,-109.01993,-75.70309,1
296,-103.3219,-74.65103,1
297,-105.49244,-67.90694,1
298,-106.459366,-60.5258,1
299,-105.381775,-67.69706,1
300,-124.01865,-112.57665,0
301,-101.56789,-69.15242,1
302,-85.29257,-61.198444,1
303,-108.79959,-96.88798,0
304,-109.449936,-61.92639,1
305,-108.20668,-71.16549,1
306,-8.028949,-276.85526,2
307,-28.933804,-223.4237,2
308,-115.14705,-75.25812,1
309,-109.398476,-70.99026,1
310,-117.94089,-55.244648,1
311,-107.41503,-78.65661,1
312,-75.83069,-61.220787,1
313,-91.87518,-89.868324,0
314,-104.590645,-92.45623,0
315,-100.20297,-75.03637,1
316,-78.513176,-124.34199,0
317,-111.99153,-66.12303,1
318,-91.28972,-91.4477,0
319,-99.91726,-95.02194,0
320,-78.11664,-55.378002,1
321,-101.592834,-71.36766,1
322,-106.646126,-72.30382,1
323,-100.9284,-67.60246,1
324,-94.17378,-107.80428,0
325,-125.57618,-81.992195,0
326,-81.64219,-86.37827,1
327,-96.32949,-100.90488,0
328,-102.58376,-84.615,0
