,0,1,kmeans_cluster
85,88.27165,155.56384,2
86,82.62331,171.0734,2
87,111.518456,224.59023,1
88,77.991035,151.89026,0
89,75.07222,151.97417,0
90,73.58176,149.64413,0
91,79.39875,158.01683,2
92,120.45695,283.6439,1
93,84.74775,173.66307,2
94,87.12487,169.72755,2
95,85.99183,195.1331,2
96,79.5599,157.12929,2
97,72.74731,139.73734,0
98,71.776596,146.7994,0
99,70.86139,129.4741,0
100,75.24238,141.33528,0
101,75.42729,145.68028,0
102,83.44637,152.04393,0
103,74.75808,156.13809,0
104,84.10271,169.12411,2
105,90.88441,169.63626,2
106,104.735176,240.57509,1
107,82.797386,161.85963,2
108,74.224655,89.40835,0
109,89.339226,180.12944,2
110,75.93102,152.27028,0
111,80.90395,157.59012,2
112,74.27254,137.86148,0
113,78.137634,152.75569,0
114,73.52746,137.48756,0
115,63.080673,125.93809,0
116,77.60621,145.7532,0
117,71.38583,154.72438,0
118,84.87852,307.36185,1
119,88.87958,183.80411,2
120,80.199684,163.98598,2
121,69.53264,137.77695,0
122,70.14896,145.0401,0
123,74.2933,143.60176,0
124,59.98876,120.3628,0
125,79.636826,141.36276,0
126,66.724106,119.19166,0
127,75.858665,154.17833,0
128,64.94914,138.24562,0
129,70.51386,143.0928,0
130,67.440926,133.00911,0
131,84.52297,166.45192,2
132,74.87423,162.6649,2
133,77.18215,149.57878,0
134,62.850773,127.09339,0
135,96.92391,177.47012,2
136,60.09104,114.6424,0
137,72.42751,141.72902,0
138,96.47027,192.79092,2
139,78.609764,169.68217,2
140,95.77924,196.02075,2
141,74.44433,147.21417,0
142,48.403652,110.586464,0
143,94.77769,215.63414,1
144,85.70551,168.18103,2
145,82.86007,155.55019,2
146,79.85648,174.76973,2
147,74.12938,161.67514,2
148,74.718834,148.30118,0
149,104.90436,240.75667,1
150,60.697334,127.36462,0
151,68.068115,143.94693,0
152,75.13874,138.39641,0
153,107.678474,215.22418,1
154,87.86812,162.44124,2
155,86.761086,176.71588,2
156,77.934784,178.09038,2
157,80.05916,181.78612,2
158,77.22857,155.41191,0
159,76.748856,143.93222,0
160,79.83338,155.41563,2
161,79.32109,151.08647,0
162,79.28684,159.54756,2
163,59.878212,130.87526,0
164,100.66769,200.48378,2
165,66.778175,127.89771,0
166,73.267555,148.34053,0
167,113.052734,242.71843,1
168,67.01855,112.042015,0
169,88.81833,178.86342,2
170,82.39963,171.15627,2
171,76.59645,154.5553,0
172,78.00388,159.93736,2
173,67.68988,130.5971,0
174,77.836426,154.14857,0
175,90.65809,179.17314,2
176,95.82438,194.17043,2
177,70.50428,190.68964,2
178,85.81303,179.60663,2
179,61.254135,121.0981,0
180,83.13349,157.20396,2
181,63.273,122.55959,0
182,87.491356,190.42528,2
183,97.31901,199.3884,2
184,83.512764,173.36473,2
185,81.96802,168.47072,2
186,57.424023,119.15392,0
187,78.24442,131.66844,0
188,80.40441,155.4624,2
189,77.02332,160.63322,2
190,80.260185,175.90337,2
191,94.8182,213.03824,1
192,70.34601,138.85596,0
193,74.41311,147.66823,0
194,86.51148,176.56429,2
195,91.22437,166.55461,2
196,83.65375,118.31221,0
197,74.46108,144.63255,0
198,87.161705,154.36137,2
199,74.079506,146.1657,0
200,70.17654,146.09288,0
201,81.44364,152.80408,0
202,68.594475,124.84394,0
203,82.564995,164.83879,2
204,79.33514,163.30441,2
205,85.75028,164.45612,2
206,92.20133,174.21056,2
207,77.28658,141.38158,0
208,69.800476,139.60677,0
209,63.359444,134.27496,0
210,98.27367,208.37941,1
211,72.924385,150.49495,0
212,66.2541,132.40097,0
213,109.24232,231.14873,1
214,70.90274,134.64201,0
215,76.89752,149.06749,0
216,86.64867,164.95915,2
217,82.9753,180.72769,2
218,75.60588,159.07602,2
219,75.942894,149.41832,0
220,81.72989,156.95314,2
221,82.052895,168.2439,2
222,71.793526,131.5887,0
223,80.48426,163.17711,2
224,92.3311,223.24086,1
225,106.78762,242.13353,1
226,70.520676,139.90462,0
227,67.960266,131.51418,0
228,58.2394,165.8913,2
229,111.94691,258.0172,1
230,81.25259,160.83629,2
231,65.84381,130.36629,0
232,96.95119,197.7292,2
233,78.910934,169.70879,2
234,66.175125,140.91643,0
235,84.47834,165.42787,2
236,70.70609,140.72227,0
237,72.32523,133.75125,0
238,50.641445,116.64822,0
239,80.60577,166.4962,2
240,81.630615,155.49141,2
241,78.850075,166.60283,2
242,92.26662,194.41496,2
243,52.351124,122.567635,0
244,81.788765,158.58347,2
245,80.32158,162.32794,2
246,68.69964,129.68729,0
247,92.614494,180.81224,2
248,63.53682,134.66391,0
249,69.390686,141.74515,0
250,73.8065,149.13855,0
251,78.66794,147.8911,0
252,77.97338,161.69362,2
253,80.553925,162.46043,2
254,59.1837,123.239075,0
255,77.45063,138.96693,0
256,65.62469,134.5488,0
257,100.82829,198.27052,2
258,90.88561,175.4763,2
259,92.210655,185.00246,2
260,68.87198,138.5556,0
261,69.07584,139.21553,0
262,77.53897,165.95488,2
263,82.90959,162.95729,2
264,68.59347,166.57027,2
265,79.200905,154.19194,0
266,98.025536,177.88593,2
267,73.8013,144.52997,0
268,94.248344,197.04314,2
269,75.867546,148.15175,0
270,85.36612,157.90352,2
271,89.27052,195.64223,2
272,64.806465,133.03279,0
273,98.0129,199.66255,2
274,70.28898,146.00179,0
275,68.86216,141.19966,0
276,71.489,142.01723,0
277,78.61547,158.60526,2
278,62.395393,118.00308,0
279,68.60642,141.63383,0
280,69.17381,133.9031,0
281,104.64762,240.83107,1
282,75.60323,148.75359,0
283,71.40183,130.41927,0
284,81.659775,155.83884,2
285,70.923584,137.65608,0
286,87.57838,184.74014,2
287,84.76617,174.63042,2
288,108.77183,225.33322,1
289,77.35777,148.3121,0
290,87.44883,164.35486,2
291,64.50686,129.26387,0
292,83.076546,154.06407,2
293,66.17953,129.25714,0
294,75.28007,153.87347,0
295,78.29953,151.4782,0
296,80.828804,155.86073,2
297,81.10688,160.31541,2
298,104.22529,205.39876,1
299,83.20188,158.31401,2
300,78.32229,145.55415,0
301,79.68779,160.91248,2
302,69.905495,149.84636,0
303,91.218285,183.80605,2
304,92.78515,182.09682,2
305,103.78304,204.97919,1
306,33.547188,196.50879,2
307,72.88365,202.40567,2
308,76.40858,144.18045,0
309,90.866844,177.3343,2
310,56.53224,112.376045,0
311,77.21769,148.6962,0
312,112.20702,251.02527,1
313,68.764366,143.57622,0
314,94.65647,200.53926,2
315,91.937294,192.80965,2
316,68.769714,145.42595,0
317,75.87071,141.96664,0
318,84.76711,187.18811,2
319,99.50973,215.55406,1
320,65.3184,136.11032,0
321,74.77143,142.86365,0
322,89.97887,186.08788,2
323,87.30071,172.6032,2
324,76.62934,154.02794,0
325,72.21008,132.11932,0
326,103.45611,235.46529,1
327,90.43638,200.81528,2
328,84.29241,169.99275,2
