,0,1,kmeans_cluster
0,-41.12976,97.94542,1
1,-1.4440347,65.47876,1
2,5.8940473,17.166067,0
3,18.899212,30.411465,0
4,-6.781857,47.312805,0
5,11.567573,26.540873,0
6,-0.5059277,60.733086,1
7,14.597341,56.880356,0
8,16.7149,31.933565,0
9,0.1238431,67.898476,1
10,-3.0843673,61.326138,1
11,2.8422809,46.74923,0
12,2.8594503,28.315094,0
13,-11.507076,63.663433,1
14,-13.010785,50.579556,1
15,-14.164711,57.529858,1
16,5.801875,51.794422,0
17,-3.6779828,57.84325,1
18,17.051458,32.678932,0
19,-2.5517244,36.9328,0
20,-21.890135,63.294186,1
21,-0.9030169,23.625324,0
22,-19.545546,70.487366,1
23,-1.4110314,50.75186,0
24,15.669167,64.78803,0
25,9.377779,40.81694,0
26,-2.2071662,52.975483,0
27,1.9863874,34.783764,0
28,8.192421,55.973385,0
29,3.2984524,39.07406,0
30,-15.230855,67.8793,1
31,-2.058928,31.592972,0
32,-8.078047,35.406223,0
33,-8.5455,52.36443,1
34,2.3374376,38.67588,0
35,1.0146214,39.12253,0
36,-30.623253,78.180115,1
37,1.7427756,32.291035,0
38,-0.74776113,44.401546,0
39,3.86233,37.8635,0
40,-1.0973717,44.47186,0
41,24.295748,21.928473,0
42,16.242006,23.604252,0
43,2.8295116,50.490196,0
44,-17.794996,48.873764,1
45,-1.2326218,42.43826,0
46,-5.645627,55.502926,1
47,-15.099684,73.95097,1
48,1.0570987,37.446606,0
49,-10.300656,54.27019,1
50,40.027905,34.87576,0
51,3.8273551,29.204441,0
52,-25.51853,79.15559,1
53,-2.6531816,52.0951,0
54,1.0562395,35.11453,0
55,25.324377,27.8799,0
56,11.569523,25.654102,0
57,-14.050726,44.67465,0
58,-5.166349,58.571167,1
59,-0.11753973,35.616184,0
60,-23.816824,79.57366,1
61,-20.05967,86.426285,1
62,-17.95796,93.294785,1
63,17.032118,31.90359,0
64,2.8294487,55.501366,0
65,-23.934502,73.284645,1
66,11.976184,41.991737,0
67,-13.84975,66.2462,1
68,-15.348542,53.034725,1
69,11.7747555,40.23811,0
70,66.76474,36.494957,0
71,11.801444,22.933773,0
72,1.1376983,42.977516,0
73,-12.941073,56.210766,1
74,12.828538,33.260452,0
75,8.023635,33.015503,0
76,6.1352105,32.79908,0
77,-4.3302226,57.89577,1
78,-2.0921702,40.4465,0
79,6.470628,41.366447,0
80,3.1831055,54.692562,0
81,-1.3991694,35.831154,0
82,-39.62602,124.236145,1
83,-0.34348544,51.256664,0
84,-10.891433,69.41109,1
85,5.718503,46.845013,0
86,-2.7439222,55.60975,1
87,-32.059307,88.11978,1
88,1.5070544,42.706898,0
89,2.6920245,43.1954,0
90,-1.0032045,44.23285,0
91,-2.4354258,45.130543,0
92,-29.184708,120.41427,1
93,-6.0001006,56.7123,1
94,-19.40037,53.78448,1
95,3.638998,69.32172,1
96,2.3640046,45.255558,0
97,14.935921,35.20738,0
98,-9.547338,41.91617,0
99,7.119986,30.11846,0
100,9.361226,39.381718,0
101,22.71195,36.787365,0
102,5.4118156,43.289616,0
103,37.106934,39.58568,0
104,-9.2092285,55.299004,1
105,-2.4723673,56.45592,1
106,-21.432919,97.7601,1
107,-10.479412,50.049984,1
108,5.3382587,13.016936,0
109,-14.762303,61.02578,1
110,-7.83655,43.88358,0
111,-4.3180156,46.50256,0
112,12.640475,32.285667,0
113,-2.7472155,44.985783,0
114,19.011232,33.76156,0
115,-5.267173,29.87147,0
116,21.099306,39.049232,0
117,5.3666606,44.133804,0
118,226.24815,107.74567,2
119,21.544003,60.082676,0
120,-7.232265,51.264065,0
121,-0.9685347,34.840584,0
122,2.920795,40.175167,0
123,14.436226,36.61152,0
124,13.437082,25.580359,0
125,6.9271984,37.99521,0
126,7.722968,27.000954,0
127,8.487346,43.310387,0
128,14.391778,37.07797,0
129,26.75509,36.021393,0
130,9.311435,32.769432,0
131,-2.8086572,52.16581,0
132,15.930505,48.786892,0
133,5.418191,41.253784,0
134,3.071062,29.290504,0
135,20.981464,56.4285,0
136,11.998095,21.667503,0
137,-5.631505,37.41094,0
138,-15.708657,68.82048,1
139,3.8203835,53.418797,0
140,-18.787191,69.403336,1
141,1.1955706,41.0689,0
142,11.962377,21.766718,0
143,-6.0833845,78.87594,1
144,-6.7583094,52.342026,1
145,0.58480585,45.87147,0
146,9.090215,56.54628,0
147,50.76682,43.702065,0
148,23.831202,37.584213,0
