,0,1,2
"(2, 'linear', 289)",64.21,53.1,52.94
"(2, 'linear', 292)",61.05,53.1,52.94
"(2, 'linear', 295)",62.11,53.1,52.94
"(3, 'linear', 1)",72.63,48.97,26.47
"(3, 'linear', 4)",70.53,55.17,47.06
"(3, 'linear', 7)",75.79,42.76,14.71
"(3, 'linear', 13)",61.05,54.48,50.0
"(3, 'linear', 16)",64.21,53.1,52.94
"(3, 'linear', 19)",68.42,56.55,47.06
"(3, 'linear', 22)",78.95,42.07,20.59
"(3, 'linear', 28)",65.26,53.1,50.0
"(3, 'linear', 31)",61.05,56.55,52.94
"(3, 'linear', 37)",63.16,53.1,55.88
"(3, 'linear', 40)",63.16,51.03,50.0
"(3, 'linear', 43)",64.21,51.72,55.88
"(3, 'linear', 46)",67.37,54.48,55.88
"(3, 'linear', 52)",61.05,51.03,52.94
"(3, 'linear', 58)",70.53,48.97,50.0
"(3, 'linear', 73)",64.21,52.41,55.88
"(3, 'linear', 76)",65.26,54.48,52.94
"(3, 'linear', 79)",61.05,53.1,52.94
"(3, 'linear', 85)",61.05,53.79,52.94
"(3, 'linear', 94)",62.11,53.1,55.88
"(3, 'linear', 109)",63.16,52.41,50.0
"(3, 'linear', 112)",61.05,52.41,52.94
"(3, 'linear', 115)",61.05,52.41,55.88
"(3, 'linear', 121)",62.11,52.41,55.88
"(3, 'linear', 124)",61.05,53.79,55.88
"(3, 'linear', 127)",61.05,55.17,52.94
"(3, 'linear', 130)",64.21,53.1,55.88
"(3, 'linear', 136)",64.21,52.41,52.94
"(3, 'linear', 139)",62.11,52.41,55.88
"(3, 'linear', 142)",62.11,52.41,52.94
"(3, 'linear', 145)",61.05,53.1,52.94
"(3, 'linear', 151)",61.05,53.1,55.88
"(3, 'linear', 154)",62.11,54.48,55.88
"(3, 'linear', 157)",61.05,54.48,50.0
"(3, 'linear', 166)",63.16,52.41,52.94
"(3, 'linear', 169)",63.16,51.72,55.88
"(3, 'linear', 172)",64.21,53.79,52.94
"(3, 'linear', 175)",65.26,55.86,52.94
"(3, 'linear', 178)",66.32,52.41,50.0
"(3, 'linear', 181)",62.11,52.41,55.88
"(3, 'linear', 184)",62.11,51.72,55.88
"(3, 'linear', 190)",61.05,52.41,55.88
"(3, 'linear', 193)",62.11,52.41,52.94
"(3, 'linear', 202)",61.05,53.79,52.94
"(3, 'linear', 211)",62.11,53.79,50.0
"(3, 'linear', 214)",61.05,51.72,55.88
"(3, 'linear', 220)",61.05,52.41,52.94
"(3, 'linear', 229)",62.11,53.1,52.94
"(3, 'linear', 238)",63.16,53.79,52.94
"(3, 'linear', 241)",64.21,53.1,52.94
"(3, 'linear', 247)",64.21,53.1,55.88
"(3, 'linear', 250)",62.11,52.41,52.94
"(3, 'linear', 256)",61.05,52.41,52.94
"(3, 'linear', 259)",65.26,53.79,55.88
"(3, 'linear', 262)",61.05,51.72,55.88
"(3, 'linear', 268)",61.05,52.41,52.94
"(3, 'linear', 271)",65.26,51.72,55.88
"(3, 'linear', 277)",61.05,53.1,52.94
"(3, 'linear', 280)",61.05,52.41,52.94
"(3, 'linear', 283)",61.05,53.79,52.94
"(3, 'linear', 286)",62.11,53.79,52.94
"(3, 'linear', 289)",61.05,53.1,55.88
"(3, 'linear', 292)",62.11,51.72,55.88
"(3, 'linear', 295)",61.05,52.41,52.94
"(4, 'linear', 1)",72.63,50.34,29.41
"(4, 'linear', 4)",55.79,54.48,67.65
"(4, 'linear', 7)",91.58,27.59,0.0
"(4, 'linear', 10)",76.84,38.62,23.53
"(4, 'linear', 16)",91.58,24.83,0.0
"(4, 'linear', 22)",62.11,55.17,55.88
"(4, 'linear', 25)",65.26,51.72,55.88
"(4, 'linear', 34)",62.11,53.1,55.88
"(4, 'linear', 37)",65.26,53.1,55.88
"(4, 'linear', 40)",62.11,52.41,52.94
"(4, 'linear', 49)",63.16,52.41,55.88
"(4, 'linear', 58)",61.05,53.1,52.94
"(4, 'linear', 64)",67.37,51.72,55.88
"(4, 'linear', 67)",64.21,51.72,55.88
"(4, 'linear', 73)",64.21,53.1,55.88
"(4, 'linear', 76)",61.05,51.72,55.88
"(4, 'linear', 82)",61.05,53.79,55.88
"(4, 'linear', 85)",62.11,53.79,55.88
"(4, 'linear', 97)",61.05,51.03,55.88
"(4, 'linear', 100)",64.21,53.1,52.94
"(4, 'linear', 118)",63.16,52.41,52.94
"(4, 'linear', 124)",62.11,52.41,55.88
"(4, 'linear', 127)",62.11,51.72,55.88
"(4, 'linear', 130)",61.05,51.72,55.88
"(4, 'linear', 133)",62.11,53.79,55.88
"(4, 'linear', 136)",62.11,51.72,55.88
"(4, 'linear', 145)",64.21,53.1,55.88
"(4, 'linear', 148)",62.11,53.79,52.94
"(4, 'linear', 151)",61.05,53.79,55.88
"(4, 'linear', 154)",63.16,52.41,55.88
"(4, 'linear', 157)",62.11,52.41,55.88
"(4, 'linear', 160)",64.21,53.1,52.94
"(4, 'linear', 163)",61.05,52.41,55.88
"(4, 'linear', 166)",61.05,52.41,55.88
"(4, 'linear', 169)",61.05,52.41,55.88
"(4, 'linear', 172)",64.21,51.72,52.94
"(4, 'linear', 175)",67.37,53.1,55.88
"(4, 'linear', 178)",61.05,53.79,52.94
"(4, 'linear', 184)",66.32,51.03,55.88
"(4, 'linear', 187)",64.21,53.1,55.88
"(4, 'linear', 193)",63.16,52.41,55.88
"(4, 'linear', 199)",63.16,52.41,55.88
"(4, 'linear', 205)",63.16,52.41,55.88
"(4, 'linear', 208)",64.21,53.1,55.88
"(4, 'linear', 214)",62.11,53.1,52.94
"(4, 'linear', 217)",62.11,52.41,52.94
"(4, 'linear', 223)",62.11,53.1,52.94
"(4, 'linear', 226)",62.11,52.41,55.88
"(4, 'linear', 229)",65.26,52.41,55.88
"(4, 'linear', 235)",62.11,53.1,55.88
"(4, 'linear', 241)",62.11,52.41,55.88
"(4, 'linear', 244)",61.05,53.1,55.88
"(4, 'linear', 250)",62.11,51.72,55.88
"(4, 'linear', 259)",63.16,52.41,50.0
"(4, 'linear', 262)",63.16,52.41,52.94
"(4, 'linear', 268)",61.05,51.72,55.88
"(4, 'linear', 274)",63.16,52.41,55.88
"(4, 'linear', 277)",62.11,52.41,52.94
"(4, 'linear', 280)",63.16,52.41,52.94
"(4, 'linear', 283)",64.21,52.41,55.88
"(4, 'linear', 286)",63.16,53.79,52.94
"(4, 'linear', 289)",63.16,53.1,55.88
"(4, 'linear', 292)",62.11,52.41,55.88
"(4, 'linear', 295)",61.05,52.41,55.88
"(5, 'linear', 1)",82.11,38.62,17.65
"(5, 'linear', 4)",75.79,48.28,29.41
"(5, 'linear', 7)",66.32,54.48,52.94
"(5, 'linear', 10)",74.74,50.34,32.35
"(5, 'linear', 13)",91.58,24.14,0.0
"(5, 'linear', 16)",63.16,51.72,52.94
"(5, 'linear', 19)",92.63,21.38,0.0
"(5, 'linear', 22)",61.05,53.1,52.94
"(5, 'linear', 28)",90.53,22.07,0.0
"(5, 'linear', 31)",63.16,51.72,52.94
"(5, 'linear', 40)",63.16,51.72,55.88
"(5, 'linear', 58)",64.21,53.1,52.94
"(5, 'linear', 64)",63.16,52.41,55.88
"(5, 'linear', 67)",65.26,51.72,55.88
"(5, 'linear', 70)",62.11,52.41,55.88
"(5, 'linear', 73)",62.11,51.72,55.88
"(5, 'linear', 76)",63.16,52.41,55.88
"(5, 'linear', 79)",62.11,52.41,52.94
"(5, 'linear', 82)",67.37,51.72,55.88
"(5, 'linear', 88)",63.16,53.1,55.88
"(5, 'linear', 94)",64.21,52.41,55.88
"(5, 'linear', 100)",62.11,51.03,55.88
"(5, 'linear', 106)",64.21,53.1,52.94
"(5, 'linear', 109)",61.05,51.72,55.88
"(5, 'linear', 112)",65.26,51.72,55.88
"(5, 'linear', 118)",61.05,51.72,55.88
"(5, 'linear', 124)",63.16,53.1,52.94
"(5, 'linear', 127)",61.05,53.79,52.94
"(5, 'linear', 133)",62.11,52.41,55.88
"(5, 'linear', 139)",62.11,52.41,55.88
"(5, 'linear', 142)",64.21,52.41,55.88
"(5, 'linear', 145)",64.21,52.41,55.88
"(5, 'linear', 163)",62.11,53.1,55.88
"(5, 'linear', 172)",61.05,53.1,52.94
"(5, 'linear', 178)",63.16,53.79,55.88
"(5, 'linear', 181)",61.05,53.1,55.88
"(5, 'linear', 193)",61.05,53.1,55.88
"(5, 'linear', 196)",61.05,54.48,52.94
"(5, 'linear', 202)",65.26,51.72,47.06
"(5, 'linear', 205)",61.05,52.41,52.94
"(5, 'linear', 208)",63.16,53.1,55.88
"(5, 'linear', 217)",61.05,51.72,55.88
"(5, 'linear', 226)",62.11,52.41,55.88
"(5, 'linear', 229)",61.05,53.1,55.88
"(5, 'linear', 232)",64.21,52.41,55.88
"(5, 'linear', 235)",64.21,53.1,52.94
"(5, 'linear', 238)",63.16,52.41,55.88
"(5, 'linear', 247)",62.11,53.1,52.94
"(5, 'linear', 250)",61.05,53.79,52.94
"(5, 'linear', 253)",62.11,53.79,55.88
"(5, 'linear', 262)",61.05,52.41,55.88
"(5, 'linear', 265)",62.11,52.41,55.88
"(5, 'linear', 268)",62.11,53.1,55.88
"(5, 'linear', 271)",62.11,51.72,52.94
"(5, 'linear', 274)",65.26,51.03,52.94
"(5, 'linear', 277)",64.21,52.41,52.94
"(5, 'linear', 292)",63.16,53.79,55.88
"(5, 'linear', 295)",61.05,53.1,55.88
"(5, 'linear', 298)",64.21,53.1,55.88
